id_1,id_2,delta,scale_ratio,sr_score_1,sr_score_2,sr_score_3,sr_score_4,sr_score_5,sr_score_6,sr_score_7,sr_score_8
1,2,3.11968368650652,1.1,0,0,0,0,0,0,0,0
1,3,2.60906472807225,1.56666666666667,0,0,0,0,0,0,0,0
1,4,5.11155938992569,1.11111111111111,0,0,0,0,0,0,0,0
1,5,6.53401665484215,1.1,0,0,0,0,0,0,0,0
1,6,3.30681829845234,2.83333333333334,0,0,0,0,0,0,0,0
1,7,4.58760222587198,2.16666666666667,0,0,0,0,0,0,0,0
1,8,6.84103666376285,2.03333333333334,0,0,0,0,0,0,0,0
1,9,6.89935752193644,2.83333333333334,0,0,0,0,0,0,0,0
1,10,6.91109021879349,4.10000000000001,0,0,0,0,0,0,0,0
1,11,10.548563029285,2.13333333333333,0,0,0,0,0,0,0,0
1,12,8.62411797889341,1.6,0,0,0,0,0,0,0,0
1,13,12.321399860862,1.13333333333334,0,0,0,0,0,0,0,0
1,14,10.9440115537626,1,0,0,0,0,0,0,0,0
1,15,16.9575669394287,1.76470588235294,0,0,0,0,0,0,0,0
1,16,16.5411943677327,1.40000000000001,0,0,0,0,0,0,0,0
2,3,0.665676347784717,1.42424242424242,0,0,0,0,0,0,0,0
2,4,1.92887416789057,1.22222222222222,0,0,0,0,0,0,0,0
2,5,3.53293568114239,1,0,0,0,0,0,0,0,0
2,6,1.72490418737279,2.57575757575757,0,0,0,0,0,0,0,0
2,7,2.46282227218216,1.96969696969697,0,0,0,0,0,0,0,0
2,8,4.54055963031551,1.84848484848485,0,0,0,0,0,0,0,0
2,9,5.09544777712529,2.57575757575757,0,0,0,0,0,0,0,0
2,10,5.53699232649537,3.72727272727272,0,0,0,0,0,0,0,0
2,11,8.36382419152941,1.93939393939394,0,0,0,0,0,0,0,0
2,12,6.08390251704571,1.45454545454545,0,0,0,0,0,0,0,0
2,13,9.14985023986161,1.03030303030303,0,0,0,0,0,0,0,0
2,14,8.02027224873413,1.10000000000001,0,0,0,0,0,0,0,0
2,15,12.7540738589676,1.94117647058823,0,0,0,0,0,0,0,0
2,16,13.6021174822157,1.27272727272728,0,0,0,0,0,0,0,0
3,4,2.14562935917847,1.74074074074074,0,0,0,0,0,0,0,0
3,5,3.35358949485473,1.42424242424242,0,0,0,0,0,0,0,0
3,6,1.36363636363636,1.80851063829787,0,0,0,0,0,0,0,0
3,7,2.13959945827174,1.38297872340426,0,0,0,0,0,0,0,0
3,8,4.0612698622938,1.29787234042553,0,0,0,0,0,0,0,0
3,9,4.6886595596698,1.80851063829787,0,0,0,0,0,0,0,0
3,10,5.1655499779205,2.61702127659574,0,0,0,0,0,0,0,0
3,11,7.5540688273102,1.36170212765957,0,0,0,0,0,0,0,0
3,12,5.49731740169316,1.02127659574468,0,0,0,0,0,0,0,0
3,13,7.95140322777413,1.38235294117647,0,0,0,0,0,0,0,0
3,14,7.10080894006492,1.56666666666667,0,0,0,0,0,0,0,0
3,15,10.5567893216285,2.76470588235294,0,0,0,0,0,0,0,0
3,16,11.8183020609172,1.11904761904762,0,0,0,0,0,0,0,0
4,5,2.01769946005621,1.22222222222222,0,0,0,0,0,0,0,0
4,6,1.92728958723416,3.14814814814814,0,0,0,0,0,0,0,0
4,7,2.16216936674961,2.4074074074074,0,0,0,0,0,0,0,0
4,8,3.88863902024244,2.25925925925925,0,0,0,0,0,0,0,0
4,9,4.50107165527481,3.14814814814814,0,0,0,0,0,0,0,0
4,10,5.12698308516378,4.55555555555555,0,0,0,0,0,0,0,0
4,11,7.712915879756,2.37037037037036,0,0,0,0,0,0,0,0
